File,Method,Average Duration(s),Average Size(MB),Average Buffer State(s),Average VMAF Score,Average VMAF Smoothness,Average Bitrate(bps),Stall Ratio(%),Stall Time(s),Switch Ratio(%),Total Size(MB)
oboe_trace_2.txt.csv,GOP-4,2.64,0.75,30.12,96.0402277162606,2.12,2368.48351769617,6.56,1.83,0.18,45.92
oboe_trace_2.txt.csv,Segue,2.64,0.75,30.12,96.0402277162606,2.12,2368.48351769617,6.56,1.83,0.18,45.92
oboe_trace_3.txt.csv,Constant-4,4.73,0.63,48.39,86.7892719982805,4.92,1083.09853956281,5.88,0.96,0.71,21.29
oboe_trace_3.txt.csv,GOP-4,2.64,1,32.49,97.1877327456478,1.73,3136.53087581768,6.56,1.08,0.28,60.97
oboe_trace_3.txt.csv,Segue,2.64,1,32.49,97.1877327456478,1.73,3136.53087581768,6.56,1.08,0.28,60.97
lumos5g_trace_4.csv,QAOCS-PENSIEVE,2.24,1.82,47.4,98.7523815201833,1,6340.09749351621,1.37,0.5,0.08,133.13
oboe_trace_2.csv,QAOCS-PENSIEVE,2,0.57,23.38,98.2934779511474,1.65,2351.69514525938,1.22,0.09,0.06,46.61
hsr_trace_2.csv,QAOCS-PENSIEVE,1.95,1.66,42.44,98.7162546168034,1.06,7132.20384486052,1.19,0.14,0.01,139.04
oboe_trace_1.csv,QAOCS-PENSIEVE,2.47,0.32,9.08,98.0933799227332,1.68,1109.07820221082,3.03,0.62,0,20.85
hsr_trace_1.csv,QAOCS-PENSIEVE,2.01,1.15,23.59,98.0420645265417,2.25,4528.67990493369,1.25,0.31,0.26,91.84
fcc18_trace_3.csv,QAOCS-PENSIEVE,2.05,0.56,22.57,97.0420122563849,3.69,2293.49003665478,1.27,0.11,0.14,43.89
fcc18_trace_1.csv,QAOCS-PENSIEVE,1.99,0.86,25.02,98.6993881967467,0.94,3738.30810558456,1.23,0.1,0.2,69.38
lumos5g_trace_1.csv,QAOCS-PENSIEVE,2.13,1.43,48.13,98.8481854360808,0.93,5690.63232418496,1.32,0.08,0.33,108.57
lab_trace_1.csv,QAOCS-PENSIEVE,2.24,2.05,43.79,98.6152826988594,0.91,6829.07480731403,1.37,0.08,0.01,149.66
fcc18_trace_2.csv,QAOCS-PENSIEVE,1.9,0.37,21.1,98.1698812931987,2.21,1837.81388034511,1.18,0.11,0.39,31.71
ghent_trace_1.csv,QAOCS-PENSIEVE,1.87,1.53,47.8,98.4013341923749,1.73,7042.77958189517,1.16,0.09,0.01,131.76
hsr_trace_3.csv,QAOCS-PENSIEVE,2.46,1.11,20,98.4145705970762,2.07,4331.69937190665,1.47,0.15,0.19,75.29
oboe_trace_3.csv,QAOCS-PENSIEVE,2.02,0.83,24.98,98.4819053718468,1.54,4207.90106485998,1.22,0.23,0.24,67.9
ghent_trace_0.csv,QAOCS-PENSIEVE,2.21,1.95,50.44,98.8917351411414,0.67,7330.70280285004,1.37,0.09,0.01,142.42
lab_trace_3.csv,QAOCS-PENSIEVE,2.21,2.03,48.6,98.9290970165844,0.78,7976.16556260432,1.3,0.1,0.01,156.16
ghent_trace_3.csv,QAOCS-PENSIEVE,2.11,1.97,38.06,98.8398625499727,0.86,7398.12705071176,1.3,0.08,0.01,151.4
lab_trace_2.csv,QAOCS-PENSIEVE,2.27,2.15,48.77,98.7712078395362,0.92,7992.94325637084,1.41,0.08,0.01,152.4
oboe_trace_0.csv,QAOCS-PENSIEVE,2.11,0.49,22.6,98.3787455200309,1.56,2093.31785099259,1.32,0.51,0.24,36.99
lumos5g_trace_2.csv,QAOCS-PENSIEVE,2.66,2.09,47.36,98.6031877249406,1.12,6384.190227349,1.64,0.08,0.28,127.71
lumos5g_trace_3.csv,QAOCS-PENSIEVE,2.15,1.54,51.88,98.2749227360124,1.49,6391.78059350743,1.33,0.08,0.2,115.72
ghent_trace_2.csv,QAOCS-PENSIEVE,2.07,1.85,45.82,98.5847981256659,1.1,7088.70866455866,1.28,0.1,0.01,144.45
